やぼったい,ヤボッタイ
いんきくさい,インキクサイ
神々しい,コウゴウシイ
ねばい,ネバイ
いとおしい,イトオシイ
いとおしい,イトオシイ
あえない,アエナイ
小面憎い,コヅラニクイ
浅ぐろい,アサグロイ
愛づらい,メヅライ
しんきい,シンキイ
浅黒い,アサグロイ
温い,ヌクイ
温い,ヌルイ
薄じろい,ウスジロイ
ここちよい,ココチヨイ
はしたない,ハシタナイ
まずしい,マズシイ
眩い,マバユイ
毛ぶかい,ケブカイ
しちくどい,シチクドイ
欲しい,ホシイ
せち辛い,セチガライ
ちいさい,チイサイ
きな臭い,キナクサイ
清々しい,スガスガシイ
えんどおい,エンドオイ
かぐわしい,カグワシイ
ていたい,テイタイ
耳どおい,ミミドオイ
奥深い,オクフカイ
薄い,ウスイ
よろしい,ヨロシイ
賢い,カシコイ
くさぶかい,クサブカイ
願わしい,ネガワシイ
眠たい,ネムタイ
女々しい,メメシイ
狭苦しい,セマクルシイ
まましい,ママシイ
泥くさい,ドロクサイ
馨しい,カグワシイ
てひどい,テヒドイ
なまじろい,ナマジロイ
卑しい,イヤシイ
油っこい,アブラッコイ
目映い,マバユイ
脂っこい,ヤニッコイ
脂っこい,アブラッコイ
ひとしい,ヒトシイ
かなくさい,カナクサイ
見ぐるしい,ミグルシイ
なまっちょろい,ナマッチョロイ
がまんづよい,ガマンヅヨイ
憎にくしい,ニクニクシイ
疎ましい,ウトマシイ
さしでがましい,サシデガマシイ
もどかしい,モドカシイ
固い,カタイ
こすっ辛い,コスッカライ
うさんい,ウサンイ
みづらい,ミヅライ
賑わしい,ニギワシイ
面憎い,ツラニクイ
人がましい,ヒトガマシイ
こいしい,コイシイ
いい,イイ
労々い,ロウロウイ
手緩い,テヌルイ
穢い,キタナイ
づらい,ヅライ
てごわい,テゴワイ
煩わしい,ワズラワシイ
なまっ白い,ナマッチロイ
しかくい,シカクイ
けだるい,ケダルイ
なつかしい,ナツカシイ
名だかい,ナダカイ
聞き苦しい,キキグルシイ
口やかましい,クチヤカマシイ
気持ちよい,キモチヨイ
すくない,スクナイ
なさけぶかい,ナサケブカイ
角角しい,カドカドシイ
ねばり強い,ネバリヅヨイ
いやしい,イヤシイ
あぢきない,アヂキナイ
くさい,クサイ
ジジくさい,ジジクサイ
生温い,ナマヌルイ
すえたのもしい,スエタノモシイ
疾しい,ヤマシイ
つまらない,ツマラナイ
差し出がましい,サシデガマシイ
空しい,ムナシイ
口汚い,クチギタナイ
ねつい,ネツイ
堅い,カタイ
えげつない,エゲツナイ
よんどころない,ヨンドコロナイ
しょぼい,ショボイ
かびくさい,カビクサイ
ういういしい,ウイウイシイ
薄汚い,ウスギタナイ
うそ寒い,ウソサムイ
かび臭い,カビクサイ
ひろい,ヒロイ
分別らしい,フンベツラシイ
かわいい,カワイイ
なまなましい,ナマナマシイ
物凄まじい,モノスサマジイ
いらだたしい,イラダタシイ
暖かい,アタタカイ
てあらい,テアライ
疑わしい,ウタガワシイ
酸い,スイ
痛痛しい,イタイタシイ
がめつい,ガメツイ
人臭い,ヒトクサイ
あまからい,アマカライ
図図しい,ズウズウシイ
たけだけしい,タケダケシイ
じれったい,ジレッタイ
好いたらしい,スイタラシイ
かぼそい,カボソイ
得がたい,エガタイ
美美しい,ビビシイ
心もとない,ココロモトナイ
狡っ辛い,コスッカライ
物足りない,モノタリナイ
並び無い,ナラビナイ
かわいらしい,カワイラシイ
気近い,ケヂカイ
婀娜っぽい,アダッポイ
聞にくい,キキニクイ
畏れおおい,オソレオオイ
じつない,ジツナイ
印象深い,インショウブカイ
広い,ヒロイ
ようじんぶかい,ヨウジンブカイ
とめどない,トメドナイ
いまめかい,イマメカイ
忌まわしい,イマワシイ
おもしろい,オモシロイ
刺とげしい,トゲトゲシイ
未練がましい,ミレンガマシイ
いけずうずうしい,イケズウズウシイ
物憂い,モノウイ
てきびしい,テキビシイ
むごい,ムゴイ
むずかしい,ムズカシイ
相容れない,アイイレナイ
忌々しい,イマイマシイ
手堅い,テガタイ
かぐろい,カグロイ
ひらたい,ヒラタイ
面倒臭い,メンドウクサイ
つよい,ツヨイ
生っ白い,ナマッチロイ
まぶしい,マブシイ
しわい,シワイ
篤い,アツイ
小さい,チイサイ
汚い,キタナイ
ばからしい,バカラシイ
見にくい,ミニクイ
浅い,アサイ
苦にがしい,ニガニガシイ
わびしい,ワビシイ
得難い,エガタイ
いたずらっぽい,イタズラッポイ
力強い,チカラヅヨイ
甲高い,カンダカイ
有り難い,アリガタイ
空ぞらしい,ソラゾラシイ
ない,ナイ
ただしい,タダシイ
甲だかい,カンダカイ
弱い,ヨワイ
穢らわしい,ケガラワシイ
要心深い,ヨウジンブカイ
うさんくさい,ウサンクサイ
めんどうい,メンドウイ
せわしない,セワシナイ
可愛い,カワイイ
かいい,カイイ
麗麗しい,レイレイシイ
とんでもない,トンデモナイ
鈍い,ニブイ
鈍い,ノロイ
うたぐりぶかい,ウタグリブカイ
ボロっちい,ボロッチイ
ふるめかしい,フルメカシイ
汚らしい,キタナラシイ
末永い,スエナガイ
ひとなつっこい,ヒトナツッコイ
生生しい,ナマナマシイ
するどい,スルドイ
ぽい,ポイ
いちはやい,イチハヤイ
いじらしい,イジラシイ
思わしくない,オモワシクナイ
香ばしい,コウバシイ
後ろめたい,ウシロメタイ
物珍しい,モノメズラシイ
かどかどしい,カドカドシイ
恐ろしい,オソロシイ
珍しい,メズラシイ
気味が悪い,キミガワルイ
面白い,オモシロイ
塩っぱい,ショッパイ
蒼白い,アオジロイ
胡散臭い,ウサンクサイ
にがにがしい,ニガニガシイ
正しい,タダシイ
けぶい,ケブイ
水っぽい,ミズッポイ
みぐるしい,ミグルシイ
捗捗しい,ハカバカシイ
ものぐるおしい,モノグルオシイ
きがるい,キガルイ
あかい,アカイ
ままならない,ママナラナイ
っぽい,ッポイ
ダサい,ダサイ
やむない,ヤムナイ
気まずい,キマズイ
鬱陶しい,ウットウシイ
危なげない,アブナゲナイ
ありがたい,アリガタイ
すばしこい,スバシコイ
毛深い,ケブカイ
あやうい,アヤウイ
りくつっぽい,リクツッポイ
手取り早い,テットリバヤイ
おもろい,オモロイ
あいらしい,アイラシイ
からい,カライ
たかい,タカイ
思しい,オボシイ
猛猛しい,タケダケシイ
きょうみぶかい,キョウミブカイ
毒どくしい,ドクドクシイ
がまん強い,ガマンヅヨイ
甘ったるい,アマッタルイ
恥しい,ハズカシイ
とおい,トオイ
生っちろい,ナマッチロイ
規則正しい,キソクタダシイ
いさぎよい,イサギヨイ
にあわしい,ニアワシイ
やぼくさい,ヤボクサイ
もったいらしい,モッタイラシイ
けがらわしい,ケガラワシイ
ねつこい,ネツコイ
堪え難い,タエガタイ
したしい,シタシイ
おもくろい,オモクロイ
ぼろい,ボロイ
烈しい,ハゲシイ
空恥しい,ソラハズカシイ
うらめしい,ウラメシイ
猛々しい,タケダケシイ
凄い,スゴイ
ひよわい,ヒヨワイ
むくつけい,ムクツケイ
うたがいぶかい,ウタガイブカイ
さやけい,サヤケイ
じょさいない,ジョサイナイ
こい,コイ
あたじけない,アタジケナイ
悦ばしい,ヨロコバシイ
若々しい,ワカワカシイ
疎疎しい,ウトウトシイ
囂しい,カマビスシイ
気恥しい,キハズカシイ
のぶとい,ノブトイ
ちょろい,チョロイ
おおけない,オオケナイ
まちどおしい,マチドオシイ
きめ細かい,キメコマカイ
十露盤高い,ソロバンダカイ
生臭い,ナマグサイ
ちなまぐさい,チナマグサイ
若い,ワカイ
泥ぶかい,ドロブカイ
うぶい,ウブイ
心苦しい,ココログルシイ
初初しい,ウイウイシイ
羨い,トモイ
しゃらくさい,シャラクサイ
耳遠い,ミミドオイ
易い,ヤスイ
あつかましい,アツカマシイ
気づかわしい,キヅカワシイ
神神しい,コウゴウシイ
旨い,ウマイ
そらぞらしい,ソラゾラシイ
ものさびしい,モノサビシイ
焦げ臭い,コゲクサイ
大きい,オオキイ
悪い,ワルイ
ふくぶくしい,フクブクシイ
馴れなれしい,ナレナレシイ
くちがたい,クチガタイ
しんきくさい,シンキクサイ
ゆるい,ユルイ
輝かしい,カガヤカシイ
根強い,ネヅヨイ
いまわしい,イマワシイ
術無い,ジュツナイ
術無い,ジツナイ
しらじらしい,シラジラシイ
賢しい,サカシイ
そうぞうしい,ソウゾウシイ
物騒がしい,モノサワガシイ
細かい,コマカイ
さうざうい,サウザウイ
もの淋しい,モノサビシイ
神ごうしい,コウゴウシイ
もの寂しい,モノサビシイ
すばらしい,スバラシイ
重おもしい,オモオモシイ
野暮ったい,ヤボッタイ
ふとい,フトイ
めあたらしい,メアタラシイ
ぬるい,ヌルイ
気安い,キヤスイ
しおからい,シオカライ
穢らしい,キタナラシイ
おとこらしい,オトコラシイ
あまずっぱい,アマズッパイ
おもわしい,オモワシイ
おくふかい,オクフカイ
懈い,タユイ
仰ぎょうしい,ギョウギョウシイ
こぎたない,コギタナイ
あぶない,アブナイ
木深い,コブカイ
手重い,テオモイ
尻こそばい,シリコソバイ
やむを得ない,ヤムヲエナイ
遍い,アマネイ
手ばやい,テバヤイ
気だかい,ケダカイ
あさい,アサイ
厭わしい,イトワシイ
まわり遠い,マワリドオイ
双ない,ソウナイ
くどい,クドイ
はらぎたない,ハラギタナイ
まっくろい,マックロイ
甘い,アマイ
甘い,ウマイ
親しい,シタシイ
かんだかい,カンダカイ
厳しい,キビシイ
厳しい,イカメシイ
事々しい,コトゴトシイ
弱よわしい,ヨワヨワシイ
美味しい,オイシイ
侘しい,ワビシイ
けだかい,ケダカイ
あっけない,アッケナイ
息苦しい,イキグルシイ
微笑ましい,ホホエマシイ
安っぽい,ヤスッポイ
大事無い,ダイジナイ
こころよわい,ココロヨワイ
ずぶとい,ズブトイ
ぬくい,ヌクイ
あやい,アヤイ
酷い,ヒドイ
酷い,ムゴイ
ながたらしい,ナガタラシイ
こまかしい,コマカシイ
かろがろしい,カロガロシイ
聞きづらい,キキヅライ
辛抱強い,シンボウヅヨイ
度し難い,ドシガタイ
豪い,エライ
くやしい,クヤシイ
慌ただしい,アワタダシイ
腑甲斐無い,フガイナイ
黒い,クロイ
こよない,コヨナイ
りりしい,リリシイ
凛々しい,リリシイ
美々しい,ビビシイ
便無い,ビンナイ
きいろい,キイロイ
小高い,コダカイ
慕わしい,シタワシイ
望ましい,ノゾマシイ
勿体らしい,モッタイラシイ
のどけい,ノドケイ
青臭い,アオクサイ
いとわしい,イトワシイ
疎々しい,ウトウトシイ
柔かい,ヤワラカイ
てっとりばやい,テットリバヤイ
生々しい,ナマナマシイ
辛気臭い,シンキクサイ
手びろい,テビロイ
底堅い,ソコガタイ
ずるい,ズルイ
何気ない,ナニゲナイ
すっごい,スッゴイ
うい,ウイ
有難い,アリガタイ
弱弱しい,ヨワヨワシイ
慌しい,アワタダシイ
まわりどおい,マワリドオイ
いやらしい,イヤラシイ
清けい,サヤケイ
果敢ない,ハカナイ
みみどおい,ミミドオイ
どすぐろい,ドスグロイ
ほどよい,ホドヨイ
こぐらい,コグライ
すごい,スゴイ
こざかしい,コザカシイ
おおしい,オオシイ
みっともよくない,ミットモヨクナイ
ものものしい,モノモノシイ
聞苦しい,キキグルシイ
言うまでもない,イウマデモナイ
またとない,マタトナイ
佳い,ヨイ
まるい,マルイ
心安い,ココロヤスイ
目覚ましい,メザマシイ
じゅつない,ジュツナイ
美味い,ウマイ
やりきれない,ヤリキレナイ
馴れ馴れしい,ナレナレシイ
あどけない,アドケナイ
口ぎたない,クチギタナイ
ぶあつい,ブアツイ
ものぐるわしい,モノグルワシイ
エラい,エライ
おさない,オサナイ
甘ずっぱい,アマズッパイ
いけ図図しい,イケズウズウシイ
ねづよい,ネヅヨイ
ねづよい,ネヅヨイ
狡辛い,コスッカライ
くろい,クロイ
さもしい,サモシイ
末恐ろしい,スエオソロシイ
そこはかとない,ソコハカトナイ
青っぽい,アオッポイ
とてつもない,トテツモナイ
でっかい,デッカイ
ばた臭い,バタクサイ
かずすくない,カズスクナイ
シンドい,シンドイ
のぞましい,ノゾマシイ
すっぱい,スッパイ
根深い,ネブカイ
かったるい,カッタルイ
陰気臭い,インキクサイ
温かい,アタタカイ
憎々しい,ニクニクシイ
あたらい,アタライ
うっとうしい,ウットウシイ
並びない,ナラビナイ
なごりおしい,ナゴリオシイ
心憂い,ココロウイ
